x,y_0_5,y_1_0,y_1_5,y_2_0,y_2_5,y_3_0,y_3_5,y_4_0,y_8_0
-1.6266266266266265,0.06983031191280992,0.09829581689735963,0.06957011899811814,0.040023875102133566,0.019291050598263873,0.0075676704016273836,0.002295770084746322,0.0005025893087174509,2.7502209505814833e-22
-1.6166166166166165,0.07010530893704563,0.09928470011672072,0.07091313657928178,0.041344568185249383,0.020314167128746362,0.00818951108212801,0.0025815505350637175,0.0005961653419237688,2.917311452009522e-21
-1.6066066066066065,0.07038224667703692,0.100283531775928,0.07227780832547764,0.042700282992235605,0.021381328039985294,0.00885383949569596,0.0028976785755626404,0.0007049453640444823,2.799589818732486e-20
-1.5965965965965965,0.07066114762366162,0.10129241195904945,0.0736643745459277,0.04409161568224609,0.022493834218942202,0.009562816709769882,0.0032467166398799777,0.0008309909548161938,2.439460447899193e-19
-1.5865865865865865,0.07094203465173021,0.1023114417570266,0.0750730753400714,0.04551916014111929,0.02365299318409304,0.010318656362545219,0.0036313691320495273,0.00097657585345319,1.9369726278419568e-18
-1.5765765765765765,0.07122493102883938,0.10334072327780393,0.07650415049947812,0.04698350742360881,0.024860117322817506,0.011123621730707271,0.004054482729382307,0.0011441979192908787,1.4063015917660117e-17
-1.5665665665665665,0.07150986042448487,0.10438035965656019,0.07795783940689074,0.04848524518038086,0.026116522048169524,0.011980022456405675,0.004519045859323769,0.0013365904279818148,9.367145562795485e-17
-1.5565565565565564,0.07179684691944331,0.10543045506604269,0.07943438093235947,0.05002495706998592,0.02742352387650272,0.012890210930546075,0.00502818729242129,0.0015567324932852377,5.742660715179484e-16
-1.5465465465465464,0.07208591501543288,0.10649111472700548,0.08093401332642328,0.05160322215603873,0.028782438427712775,0.013856578331175122,0.005585173797536723,0.0018078583954019547,3.2505382852186356e-15
-1.5365365365365364,0.07237708964506216,0.10756244491875265,0.08245697411029765,0.053220614289870904,0.030194578350148764,0.014881550317516638,0.006193406810255994,0.0020934655905671517,1.7039223316905996e-14
-1.5265265265265264,0.07267039618207846,0.1086445529897876,0.0840034999630275,0.05487770147894797,0.03166125117254094,0.015967582382071743,0.006856418071068305,0.0024173211735858987,8.296041572921234e-14
-1.5165165165165164,0.07296586045192642,0.10973754736856951,0.08557382660556319,0.0565750452413736,0.033183757085588114,0.017117154865112547,0.007577864196286075,0.002783466565498134,3.762288179854112e-13
-1.5065065065065064,0.07326350874262808,0.11084153757437792,0.08716818868171948,0.05831319994683245,0.034763386656145645,0.018332767637866964,0.008361520151817715,0.0031962202028557565,1.5936275389246741e-12
-1.4964964964964964,0.07356336781599619,0.1119566342282868,0.08878681963597575,0.06009271214435449,0.036401418477251875,0.019616934462698615,0.00921127160773988,0.0036601780133841,6.321644807555679e-12
-1.4864864864864864,0.0738654649191945,0.11308294906424882,0.09042995158807705,0.06191411987731349,0.038099116757526495,0.020972177040619006,0.010131106160084594,0.004180211475211035,2.3545015635172512e-11
-1.4764764764764764,0.07416982779665611,0.11422059494029123,0.09209781520439597,0.06377795198610361,0.039857728853767815,0.02240101875851427,0.011125103415289325,0.004761463073426611,8.254179179054243e-11
-1.4664664664664664,0.074476484702375,0.11536968584982443,0.09379063956601415,0.06568472739896934,0.04167848275086578,0.023905978150513357,0.01219742394227303,0.0054093389884469845,2.7302312695825287e-10
-1.4564564564564564,0.07478546441258471,0.11653033693306414,0.09550865203348503,0.0676349544114946,0.04356258449343084,0.02548956208995299,0.01335229710700885,0.006129498875372171,8.540541721908426e-10
-1.4464464464464464,0.07509679623883841,0.11770266448856867,0.09725207810823686,0.06962912995528961,0.04551121557381898,0.027154258730393933,0.014594007814665402,0.006927842622031828,2.532256884163883e-09
-1.4364364364364364,0.07541051004150649,0.11888678598489211,0.09902114129057757,0.07166773885644374,0.047525530281502644,0.028902530216096244,0.015926882194776826,0.007810494005402693,7.131968522307982e-09
